filename ,subjectID,verification ,age,Gender,Ethnicity,device,experimentDuration ,videoOrder,treatmentLabel ,videoLabel ,targetLabel ,face0 ,face1 ,face2 ,face3 ,face4 ,face5 ,videoCheck ,SeenBefore,faceSelected ,confidence ,attentionCheckSelected ,correct,SaidAbsentOrPresent,videoCheck,attentionCheck,completedTwice,SeenCheck,include
ucsd_5,736,t7ib5x8coqq,18,Male,Mexican-American,Laptop/Computer,795540,1,simultaneousShowup,mugging,present,mugging_lineup_perpetrator,mugging_lineup_21,mugging_lineup_23,mugging_lineup_15,mugging_lineup_4,mugging_lineup_10,,No,no,50,two,0,Absent,, ,,,yes
ucsd_5,737,2irqbp4bu0gz,18,Male,Latino,Laptop/Computer,870273,2,simultaneousShowup,mugging,absent,mugging_lineup_38,mugging_lineup_27,mugging_innocent_6,mugging_lineup_36,mugging_lineup_22,mugging_lineup_35,,No,yes,80,two,0,Present,, ,,,yes
ucsd_5,737,2irqbp4bu0gz,18,Male,Latino,Laptop/Computer,870273,1,simultaneousShowup,graffiti,present,graffiti_lineup_2,graffiti_lineup_1,graffiti_lineup_26,graffiti_lineup_33,graffiti_lineup_29,graffiti_lineup_perpetrator,,No,no,80,one,0,Absent,, ,,,yes
ucsd_5,738,1owvdt8b59gguxag6uvza7nwmi,23,Male,Latino,Laptop/Computer,800708,2,control,mugging,present,mugging_control_39,mugging_control_29,mugging_control_36,mugging_control_perpetrator,mugging_control_25,mugging_control_20,,No,notpresent,100,two,0,Absent,, ,,,yes
ucsd_5,738,1owvdt8b59gguxag6uvza7nwmi,23,Male,Latino,Laptop/Computer,800708,1,control,graffiti,absent,graffiti_control_35,graffiti_control_29,graffiti_innocent_6,graffiti_control_24,graffiti_control_3,graffiti_control_32,,No,notpresent,100,one,1,Absent,, ,,,yes
ucsd_5,739,mysnd4pywxi64eaxgzjrio1or,19,Female,Filipino,Laptop/Computer,740936,2,simultaneousShowup,mugging,present,mugging_lineup_11,mugging_lineup_perpetrator,mugging_lineup_24,mugging_lineup_40,mugging_lineup_27,mugging_lineup_1,No,No,yes,100,two,1,Present,, ,,,yes
ucsd_5,739,mysnd4pywxi64eaxgzjrio1or,19,Female,Filipino,Laptop/Computer,740936,1,simultaneousShowup,graffiti,absent,graffiti_lineup_11,graffiti_innocent_40,graffiti_lineup_25,graffiti_lineup_19,graffiti_lineup_7,graffiti_lineup_31,No,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,740,1u3bpizcwhg,19,Female,Latino,Laptop/Computer,990805,2,simultaneousShowup,graffiti,present,graffiti_lineup_1,graffiti_lineup_40,graffiti_lineup_37,graffiti_lineup_2,graffiti_lineup_perpetrator,graffiti_lineup_5,,No,yes,90,one,1,Present,, ,,,yes
ucsd_5,740,1u3bpizcwhg,19,Female,Latino,Laptop/Computer,990805,1,simultaneousShowup,mugging,absent,mugging_lineup_40,mugging_lineup_36,mugging_lineup_6,mugging_innocent_38,mugging_lineup_8,mugging_lineup_28,,No,no,60,two,1,Absent,, ,,,yes
ucsd_5,741,je3hu3yc421qmyk716bo9lik9,19,Male,Asian,Laptop/Computer,666879,2,showup,mugging,absent,mugging_innocent_27,,,,,,,No,no,80,two,1,Absent,, ,,,yes
ucsd_5,741,je3hu3yc421qmyk716bo9lik9,19,Male,Asian,Laptop/Computer,666879,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,90,one,1,Present,, ,,,yes
ucsd_5,742,ak2yof2ulpnk,18,Female,Caucasian,Laptop/Computer,856248,2,showup,graffiti,absent,graffiti_innocent_39,,,,,,NA,No,yes,60,one,0,Present,, ,,,yes
ucsd_5,742,ak2yof2ulpnk,18,Female,Caucasian,Laptop/Computer,856248,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,NA,No,no,30,two,0,Absent,, ,,,yes
ucsd_5,743,xt5s8wj4z2r,18,Female,Asian,Laptop/Computer,888509,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,40,two,1,Present,, ,,,yes
ucsd_5,743,xt5s8wj4z2r,18,Female,Asian,Laptop/Computer,888509,1,showup,graffiti,absent,graffiti_innocent_31,,,,,,,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,744,edppctih3lc,22,Female,Asian,Laptop/Computer,731384,2,control,mugging,absent,mugging_control_20,mugging_control_8,mugging_innocent_16,mugging_control_24,mugging_control_39,mugging_control_33,,No,notpresent,50,two,1,Absent,, ,,,yes
ucsd_5,744,edppctih3lc,22,Female,Asian,Laptop/Computer,731384,1,control,graffiti,present,graffiti_control_perpetrator,graffiti_control_25,graffiti_control_12,graffiti_control_26,graffiti_control_11,graffiti_control_29,,No,face0,60,one,1,Present,, ,,,yes
ucsd_5,745,e6n86db01enueowytx83erk9,18,Female,Asian,Laptop/Computer,750721,2,control,graffiti,absent,graffiti_innocent_28,graffiti_control_24,graffiti_control_23,graffiti_control_19,graffiti_control_10,graffiti_control_26,No problems ,No,face3,100,one,filler,Present,, ,,,yes
ucsd_5,745,e6n86db01enueowytx83erk9,18,Female,Asian,Laptop/Computer,750721,1,control,mugging,present,mugging_control_25,mugging_control_5,mugging_control_38,mugging_control_4,mugging_control_23,mugging_control_perpetrator,No technical problems. ,No,face0,40,two,0,Present,, ,,,yes
ucsd_5,746,7d3a2s2avb6299ka9lngg5jyvi,18,Female,Asian,Laptop/Computer,733806,2,control,mugging,present,mugging_control_26,mugging_control_27,mugging_control_40,mugging_control_19,mugging_control_perpetrator,mugging_control_13,,No,face4,60,two,1,Present,, ,,,yes
ucsd_5,746,7d3a2s2avb6299ka9lngg5jyvi,18,Female,Asian,Laptop/Computer,733806,1,control,graffiti,absent,graffiti_control_4,graffiti_control_13,graffiti_innocent_3,graffiti_control_38,graffiti_control_19,graffiti_control_40,"It stopped loading when the man's back was facing away from the camera and he was looking to his right. He had written ""UNI"" on the wall.",No,notpresent,50,one,1,Absent,, ,,,yes
ucsd_5,747,yl9l6c9229cpgpcuiqh93sor,20,Female,Asian,Laptop/Computer,781887,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,No technical problems,No,yes,10,one,1,Present,, ,,,yes
ucsd_5,747,yl9l6c9229cpgpcuiqh93sor,20,Female,Asian,Laptop/Computer,781887,1,showup,mugging,absent,mugging_innocent_34,,,,,,No technical problems.,No,yes,30,two,0,Present,, ,,,yes
ucsd_5,748,17cu42l8ezijxk724frbxa8aor,18,Female,Asian,Laptop/Computer,32442335,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,100,one,1,Present,, ,,,yes
ucsd_5,748,17cu42l8ezijxk724frbxa8aor,18,Female,Asian,Laptop/Computer,32442335,1,showup,mugging,absent,mugging_innocent_37,,,,,,there was no technical issues while viewing the video,No,yes,100,two,0,Present,, ,,,yes
ucsd_5,749,a93c716cfqoniwy67nu4sra4i,20,Female,Caucasian,Laptop/Computer,781270,2,simultaneousShowup,mugging,absent,mugging_lineup_32,mugging_lineup_8,mugging_lineup_37,mugging_lineup_7,mugging_lineup_16,mugging_innocent_20,No.,No,no,70,two,1,Absent,, ,,,yes
ucsd_5,749,a93c716cfqoniwy67nu4sra4i,20,Female,Caucasian,Laptop/Computer,781270,1,simultaneousShowup,graffiti,present,graffiti_lineup_18,graffiti_lineup_29,graffiti_lineup_11,graffiti_lineup_39,graffiti_lineup_perpetrator,graffiti_lineup_1,No.,No,no,40,one,0,Absent,, ,,,yes
ucsd_5,750,75hg9trfdqr,18,Male,Asian,Phone,966735,2,simultaneousShowup,graffiti,present,graffiti_lineup_21,graffiti_lineup_6,graffiti_lineup_perpetrator,graffiti_lineup_40,graffiti_lineup_8,graffiti_lineup_31,,No,no,100,one,0,Absent,, ,,,yes
ucsd_5,750,75hg9trfdqr,18,Male,Asian,Phone,966735,1,simultaneousShowup,mugging,absent,mugging_lineup_24,mugging_lineup_31,mugging_innocent_38,mugging_lineup_33,mugging_lineup_27,mugging_lineup_32,,No,no,50,two,1,Absent,, ,,,yes
ucsd_5,751,08jr5ncjnavj,19,Female,Caucasian,Phone,698867,2,showup,mugging,absent,mugging_innocent_27,,,,,,,No,yes,70,two,0,Present,, ,,,yes
ucsd_5,751,08jr5ncjnavj,19,Female,Caucasian,Phone,698867,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,90,one,1,Present,, ,,,yes
ucsd_5,752,mstbed9xzp3j9cvcu797o80k9,21,Female,Asian,Laptop/Computer,682112,2,showup,graffiti,absent,graffiti_innocent_17,,,,,,,No,no,80,one,1,Absent,, ,,,yes
ucsd_5,752,mstbed9xzp3j9cvcu797o80k9,21,Female,Asian,Laptop/Computer,682112,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,90,two,1,Present,, ,,,yes
ucsd_5,753,8ahcd1cqyuw,19,Female,Caucasian,Laptop/Computer,737261,2,simultaneousShowup,graffiti,absent,graffiti_lineup_3,graffiti_innocent_31,graffiti_lineup_17,graffiti_lineup_16,graffiti_lineup_38,graffiti_lineup_18,none,No,no,60,one,1,Absent,, ,,,yes
ucsd_5,753,8ahcd1cqyuw,19,Female,Caucasian,Laptop/Computer,737261,1,simultaneousShowup,mugging,present,mugging_lineup_perpetrator,mugging_lineup_11,mugging_lineup_35,mugging_lineup_31,mugging_lineup_30,mugging_lineup_24,None!,No,no,70,two,0,Absent,, ,,,yes
ucsd_5,754,hwezg2vxkq,19,Female,Asian,Laptop/Computer,1193287,2,simultaneousShowup,mugging,present,mugging_lineup_37,mugging_lineup_11,mugging_lineup_perpetrator,mugging_lineup_26,mugging_lineup_19,mugging_lineup_8,,No,yes,80,two,1,Present,, ,,,yes
ucsd_5,754,hwezg2vxkq,19,Female,Asian,Laptop/Computer,1193287,1,simultaneousShowup,graffiti,absent,graffiti_lineup_1,graffiti_lineup_9,graffiti_lineup_4,graffiti_innocent_38,graffiti_lineup_28,graffiti_lineup_35,,No,no,60,one,1,Absent,, ,,,yes
ucsd_5,755,3e75nivfyfsdusdc61kp8hbyb9,18,Female,Asian,Laptop/Computer,726584,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,90,two,1,Present,, ,,,yes
ucsd_5,755,3e75nivfyfsdusdc61kp8hbyb9,18,Female,Asian,Laptop/Computer,726584,1,showup,graffiti,absent,graffiti_innocent_34,,,,,,,No,yes,60,one,0,Present,, ,,,yes
ucsd_5,756,dis37gr5fdh9k2gawkp1d1jor,19,Female,Asian,Laptop/Computer,695555,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,n/a,No,yes,80,one,1,Present,, ,,,yes
ucsd_5,756,dis37gr5fdh9k2gawkp1d1jor,19,Female,Asian,Laptop/Computer,695555,1,showup,mugging,absent,mugging_innocent_39,,,,,,n/a,No,yes,80,two,0,Present,, ,,,yes
ucsd_5,757,r0zb2wa3049rge851t5r8uxr,25,Female,Asian,Laptop/Computer,672043,2,control,graffiti,absent,graffiti_innocent_26,graffiti_control_24,graffiti_control_11,graffiti_control_33,graffiti_control_28,graffiti_control_30,,No,face5,50,one,filler,Present,, ,,,yes
ucsd_5,757,r0zb2wa3049rge851t5r8uxr,25,Female,Asian,Laptop/Computer,672043,1,control,mugging,present,mugging_control_23,mugging_control_6,mugging_control_25,mugging_control_40,mugging_control_perpetrator,mugging_control_20,,No,face4,80,two,1,Present,, ,,,yes
ucsd_5,758,zvpgv902vekb,23,Female,Asian,Laptop/Computer,1107001,2,control,mugging,present,mugging_control_perpetrator,mugging_control_4,mugging_control_16,mugging_control_39,mugging_control_27,mugging_control_31,There was no technical problem,No,face0,30,two,1,Present,, ,,,yes
ucsd_5,758,zvpgv902vekb,23,Female,Asian,Laptop/Computer,1107001,1,control,graffiti,absent,graffiti_control_13,graffiti_innocent_19,graffiti_control_26,graffiti_control_8,graffiti_control_9,graffiti_control_37,When the video started  it had buffering little bit.  but it did not think it could be a problem. It was quite short.,No,face1,0,one,0,Present,, ,,,yes
ucsd_5,759,1yqqizoycof8wsj5lblh7u8fr,20,Female,Mexican-American,Laptop/Computer,765282,2,control,mugging,absent,mugging_innocent_16,mugging_control_1,mugging_control_7,mugging_control_29,mugging_control_25,mugging_control_36,,No,notpresent,100,two,1,Absent,, ,,,yes
ucsd_5,759,1yqqizoycof8wsj5lblh7u8fr,20,Female,Mexican-American,Laptop/Computer,765282,1,control,graffiti,present,graffiti_control_38,graffiti_control_24,graffiti_control_13,graffiti_control_6,graffiti_control_7,graffiti_control_perpetrator,,No,face4,30,one,0,Present,, ,,,yes
ucsd_5,760,lpi9yryqb7xqu57n32wewmi,20,Female,Asian,Laptop/Computer,687699,2,control,graffiti,present,graffiti_control_23,graffiti_control_6,graffiti_control_5,graffiti_control_32,graffiti_control_39,graffiti_control_perpetrator,,No,notpresent,70,one,0,Absent,, ,,,yes
ucsd_5,760,lpi9yryqb7xqu57n32wewmi,20,Female,Asian,Laptop/Computer,687699,1,control,mugging,absent,mugging_control_38,mugging_control_21,mugging_control_36,mugging_innocent_35,mugging_control_28,mugging_control_30,,No,notpresent,70,two,1,Absent,, ,,,yes
ucsd_5,761,w86ooor46sq,18,Female,Mexican-American,Laptop/Computer,811408,2,control,graffiti,present,graffiti_control_7,graffiti_control_3,graffiti_control_16,graffiti_control_13,graffiti_control_perpetrator,graffiti_control_34,the video was playing about 3 seconds when it had technical issues  and the man spray painting was frozen,No,face4,80,one,1,Present,, ,,,yes
ucsd_5,761,w86ooor46sq,18,Female,Mexican-American,Laptop/Computer,811408,1,control,mugging,absent,mugging_control_11,mugging_innocent_8,mugging_control_25,mugging_control_21,mugging_control_40,mugging_control_23,there wasn't any technical problems from what i noticed,No,face1,70,two,0,Present,, ,,,yes
ucsd_5,762,bpfmkcekrz,18,Female,Mexican-American,Laptop/Computer,641370,2,simultaneousShowup,mugging,absent,mugging_lineup_32,mugging_innocent_21,mugging_lineup_30,mugging_lineup_35,mugging_lineup_28,mugging_lineup_1,,No,no,100,two,1,Absent,, ,1,,no
ucsd_5,762,bpfmkcekrz,18,Female,Mexican-American,Laptop/Computer,641370,1,simultaneousShowup,graffiti,present,graffiti_lineup_28,graffiti_lineup_33,graffiti_lineup_perpetrator,graffiti_lineup_19,graffiti_lineup_30,graffiti_lineup_39,,No,yes,100,one,1,Present,, ,1,,no
ucsd_5,763,6vnszoykptt1ccurt1pnqxgvi,20,Female,Asian,Laptop/Computer,821127,2,simultaneousShowup,mugging,present,mugging_lineup_36,mugging_lineup_perpetrator,mugging_lineup_35,mugging_lineup_7,mugging_lineup_19,mugging_lineup_5,No technical problems.,No,yes,70,two,1,Present,, ,,,yes
ucsd_5,763,6vnszoykptt1ccurt1pnqxgvi,20,Female,Asian,Laptop/Computer,821127,1,simultaneousShowup,graffiti,absent,graffiti_lineup_6,graffiti_lineup_13,graffiti_lineup_5,graffiti_lineup_11,graffiti_innocent_16,graffiti_lineup_8,I didn't experience any technical problems,No,no,80,one,1,Absent,, ,,,yes
ucsd_5,764,85myxis44vm39i8stgpagiudi,20,Female,Latino,Laptop/Computer,717027,2,simultaneousShowup,graffiti,present,graffiti_lineup_23,graffiti_lineup_31,graffiti_lineup_32,graffiti_lineup_34,graffiti_lineup_35,graffiti_lineup_perpetrator,n/a,No,yes,100,one,1,Present,, ,,,yes
ucsd_5,764,85myxis44vm39i8stgpagiudi,20,Female,Latino,Laptop/Computer,717027,1,simultaneousShowup,mugging,absent,mugging_innocent_39,mugging_lineup_23,mugging_lineup_15,mugging_lineup_31,mugging_lineup_20,mugging_lineup_34,n/a,No,no,90,two,1,Absent,, ,,,yes
ucsd_5,765,wvyys5dbh7,19,Female,Caucasian,Laptop/Computer,740954,2,showup,mugging,absent,mugging_innocent_40,,,,,,,No,no,100,two,1,Absent,, ,,,yes
ucsd_5,765,wvyys5dbh7,19,Female,Caucasian,Laptop/Computer,740954,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,90,one,1,Present,, ,,,yes
ucsd_5,766,r0qvmvw5z8kwbs9i0b4g9cnmi,19,Female,Caucasian,Laptop/Computer,931175,2,simultaneousShowup,graffiti,absent,graffiti_lineup_33,graffiti_lineup_23,graffiti_lineup_28,graffiti_innocent_29,graffiti_lineup_10,graffiti_lineup_16,N/A,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,766,r0qvmvw5z8kwbs9i0b4g9cnmi,19,Female,Caucasian,Laptop/Computer,931175,1,simultaneousShowup,mugging,present,mugging_lineup_22,mugging_lineup_31,mugging_lineup_24,mugging_lineup_35,mugging_lineup_perpetrator,mugging_lineup_4,N/A,No,no,60,two,0,Absent,, ,,,yes
ucsd_5,767,cd5jhozsn59fn9c5fnt7c766r,18,Female,Asian,Laptop/Computer,634781,2,showup,graffiti,absent,graffiti_innocent_9,,,,,,,No,no,90,one,1,Absent,, ,,,yes
ucsd_5,767,cd5jhozsn59fn9c5fnt7c766r,18,Female,Asian,Laptop/Computer,634781,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,90,two,1,Present,, ,,,yes
ucsd_5,768,d4lygki294k3b7n0vwt1n61or,18,Male,Caucasian,Laptop/Computer,719336,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,I experienced no problems,No,yes,90,two,1,Present,, ,,,yes
ucsd_5,768,d4lygki294k3b7n0vwt1n61or,18,Male,Caucasian,Laptop/Computer,719336,1,showup,graffiti,absent,graffiti_innocent_4,,,,,,I did not encounter ant technical problems,No,yes,70,one,0,Present,, ,,,yes
ucsd_5,769,507f8v1hbrrrph0t2xlxklc8fr,21,Male,Asian,Laptop/Computer,753620,2,control,mugging,absent,mugging_control_30,mugging_control_39,mugging_innocent_28,mugging_control_40,mugging_control_37,mugging_control_34,none,No,face0,70,two,filler,Present,, ,,,yes
ucsd_5,769,507f8v1hbrrrph0t2xlxklc8fr,21,Male,Asian,Laptop/Computer,753620,1,control,graffiti,present,graffiti_control_30,graffiti_control_perpetrator,graffiti_control_35,graffiti_control_16,graffiti_control_9,graffiti_control_12,no technical problems,No,notpresent,20,one,0,Absent,, ,,,yes
ucsd_5,770,eyncqk3eld0bh6p9kny7gb9,20,Female,Asian,Laptop/Computer,964408,2,control,graffiti,absent,graffiti_control_23,graffiti_control_38,graffiti_control_17,graffiti_control_2,graffiti_innocent_25,graffiti_control_35,There is no sound in the video. It occurs at the beginning of the video. ,No,face0,50,one,filler,Present,, ,,,yes
ucsd_5,770,eyncqk3eld0bh6p9kny7gb9,20,Female,Asian,Laptop/Computer,964408,1,control,mugging,present,mugging_control_perpetrator,mugging_control_20,mugging_control_32,mugging_control_9,mugging_control_26,mugging_control_23,i) The technical issue occurred approximately in the middle of the video.,No,face2,50,two,0,Present,, ,,,yes
ucsd_5,771,baagn8zdsdu3,18,Female,Mexican-American,Laptop/Computer,1073055,2,control,mugging,present,mugging_control_36,mugging_control_40,mugging_control_4,mugging_control_perpetrator,mugging_control_32,mugging_control_1,NO I DID NOT NOTICE ANY TECHNICAL PROBLEMS.,No,face4,70,two,0,Present,1, ,,,no
ucsd_5,771,baagn8zdsdu3,18,Female,Mexican-American,Laptop/Computer,1073055,1,control,graffiti,absent,graffiti_control_1,graffiti_control_18,graffiti_control_33,graffiti_control_39,graffiti_innocent_8,graffiti_control_7,The video had a technical issue when the time was about three seconds and the video wasn't moving  it seemed like it wasn't loading.,No,notpresent,50,one,1,Absent,1, ,,,no
ucsd_5,772,024qk5js36vn8dsixk721yk3xr,19,Female,Asian,Laptop/Computer,728470,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,There were no technical problems,No,yes,70,one,1,Present,, ,,,yes
ucsd_5,772,024qk5js36vn8dsixk721yk3xr,19,Female,Asian,Laptop/Computer,728470,1,showup,mugging,absent,mugging_innocent_30,,,,,,There were no technical problems,No,yes,70,two,0,Present,, ,,,yes
ucsd_5,773,s4etai9t7fkhirrduq908jjor,21,Female,Asian,Laptop/Computer,903543,2,control,graffiti,present,graffiti_control_29,graffiti_control_7,graffiti_control_23,graffiti_control_26,graffiti_control_31,graffiti_control_perpetrator,,No,face2,60,one,0,Present,, ,,,yes
ucsd_5,773,s4etai9t7fkhirrduq908jjor,21,Female,Asian,Laptop/Computer,903543,1,control,mugging,absent,mugging_control_11,mugging_control_16,mugging_control_4,mugging_innocent_1,mugging_control_20,mugging_control_40,There was no audio (unless that was on purpose).,No,face2,40,two,filler,Present,, ,,,yes
ucsd_5,774,pjzleim3fjvrrwaprdh63l3di,20,Male,Other,Laptop/Computer,919126,2,simultaneousShowup,mugging,absent,mugging_lineup_22,mugging_lineup_6,mugging_lineup_11,mugging_lineup_28,mugging_innocent_36,mugging_lineup_37,,No,no,100,two,1,Absent,,1,,,no
ucsd_5,774,pjzleim3fjvrrwaprdh63l3di,20,Male,Other,Laptop/Computer,919126,1,simultaneousShowup,graffiti,present,graffiti_lineup_16,graffiti_lineup_perpetrator,graffiti_lineup_19,graffiti_lineup_21,graffiti_lineup_6,graffiti_lineup_35,,No,yes,90,two,1,Present,,1,,,no
ucsd_5,775,c8ohr6hhbqjrl1zu0aub1q0k9,19,Male,Caucasian,Laptop/Computer,884751,2,simultaneousShowup,mugging,present,mugging_lineup_31,mugging_lineup_6,mugging_lineup_10,mugging_lineup_15,mugging_lineup_25,mugging_lineup_perpetrator,no,No,no,60,two,0,Absent,, ,,,yes
ucsd_5,775,c8ohr6hhbqjrl1zu0aub1q0k9,19,Male,Caucasian,Laptop/Computer,884751,1,simultaneousShowup,graffiti,absent,graffiti_lineup_12,graffiti_innocent_6,graffiti_lineup_16,graffiti_lineup_23,graffiti_lineup_19,graffiti_lineup_18,no,No,no,90,one,1,Absent,, ,,,yes
ucsd_5,776,j5c5g3m3ga,19,Female,Asian,Laptop/Computer,938586,2,showup,graffiti,absent,graffiti_innocent_35,,,,,,No technical problems noted. ,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,776,j5c5g3m3ga,19,Female,Asian,Laptop/Computer,938586,1,showup,mugging,present,mugging_showup_perpetrator,,,,,,It took about 20 seconds before the video actually was able to be played.  It was frozen on the intro screen with the main man just standing in the parking garage.  ,No,yes,70,two,1,Present,, ,,,yes
ucsd_5,777,r8211962feczq2o8oofg8pvi,20,Female,Asian,Laptop/Computer,2615085,2,simultaneousShowup,graffiti,absent,graffiti_lineup_8,graffiti_innocent_25,graffiti_lineup_28,graffiti_lineup_7,graffiti_lineup_19,graffiti_lineup_26,,No,no,100,one,1,Absent,, ,,,yes
ucsd_5,777,r8211962feczq2o8oofg8pvi,20,Female,Asian,Laptop/Computer,2615085,1,simultaneousShowup,mugging,present,mugging_lineup_27,mugging_lineup_perpetrator,mugging_lineup_9,mugging_lineup_11,mugging_lineup_22,mugging_lineup_33,,No,no,90,two,0,Absent,, ,,,yes
ucsd_5,778,e6zvpmj7q3l5v3ohqro3tmx6r,18,Female,Asian,Laptop/Computer,762552,2,control,mugging,absent,mugging_control_31,mugging_control_22,mugging_innocent_8,mugging_control_10,mugging_control_7,mugging_control_19,,No,face2,60,two,0,Present,, ,,,yes
ucsd_5,778,e6zvpmj7q3l5v3ohqro3tmx6r,18,Female,Asian,Laptop/Computer,762552,1,control,graffiti,present,graffiti_control_29,graffiti_control_23,graffiti_control_perpetrator,graffiti_control_40,graffiti_control_35,graffiti_control_19,,No,face5,50,one,0,Present,, ,,,yes
ucsd_5,779,n7bqpv2okt,18,Female,Mexican-American,Laptop/Computer,632406,2,simultaneousShowup,graffiti,present,graffiti_lineup_23,graffiti_lineup_25,graffiti_lineup_13,graffiti_lineup_perpetrator,graffiti_lineup_21,graffiti_lineup_6,,Both,yes,50,one,1,Present,, ,1,1,no
ucsd_5,779,n7bqpv2okt,18,Female,Mexican-American,Laptop/Computer,632406,1,simultaneousShowup,mugging,absent,mugging_innocent_29,mugging_lineup_23,mugging_lineup_37,mugging_lineup_16,mugging_lineup_4,mugging_lineup_20,,Both,no,100,two,1,Absent,, ,1,1,no
ucsd_5,780,vw4v8cr94y0tbzhw98j0grpb9,21,Male,Other,Laptop/Computer,777974,2,showup,mugging,absent,mugging_innocent_4,,,,,,,No,no,40,two,1,Absent,, ,,,yes
ucsd_5,780,vw4v8cr94y0tbzhw98j0grpb9,21,Male,Other,Laptop/Computer,777974,1,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,,No,yes,80,one,1,Present,, ,,,yes
ucsd_5,781,n69el8ybwkdo9lsfxcavbcsor,20,Female,Asian,Laptop/Computer,725144,2,showup,mugging,present,mugging_showup_perpetrator,,,,,,,No,yes,60,two,1,Present,, ,,,yes
ucsd_5,781,n69el8ybwkdo9lsfxcavbcsor,20,Female,Asian,Laptop/Computer,725144,1,showup,graffiti,absent,graffiti_innocent_17,,,,,,,No,no,80,one,1,Absent,, ,,,yes
ucsd_5,782,yz1isqfaujl9pb9,22,Male,Asian,Laptop/Computer,741266,2,showup,graffiti,present,graffiti_showup_perpetrator,,,,,,no technical problems,No,yes,70,one,1,Present,, ,,,yes
ucsd_5,782,yz1isqfaujl9pb9,22,Male,Asian,Laptop/Computer,741266,1,showup,mugging,absent,mugging_innocent_32,,,,,,no technical problems,No,yes,70,two,0,Present,, ,,,yes
ucsd_5,783,vrc0azxl3pdk6zjlw1f3l3di,21,Female,Asian,Laptop/Computer,784617,2,control,mugging,present,mugging_control_6,mugging_control_9,mugging_control_34,mugging_control_33,mugging_control_20,mugging_control_perpetrator,,No,face0,10,two,0,Present,, ,,,yes
ucsd_5,783,vrc0azxl3pdk6zjlw1f3l3di,21,Female,Asian,Laptop/Computer,784617,1,control,graffiti,absent,graffiti_control_31,graffiti_control_26,graffiti_innocent_13,graffiti_control_33,graffiti_control_34,graffiti_control_25,,No,notpresent,0,one,1,Absent,, ,,,yes
ucsd_5,784,9ovbvynbzpr840hql11bdquxr,18,Female,Asian,Laptop/Computer,800681,2,control,graffiti,present,graffiti_control_13,graffiti_control_25,graffiti_control_29,graffiti_control_38,graffiti_control_perpetrator,graffiti_control_39,,No,face0,70,one,0,Present,, ,,,yes
ucsd_5,784,9ovbvynbzpr840hql11bdquxr,18,Female,Asian,Laptop/Computer,800681,1,control,mugging,absent,mugging_control_25,mugging_innocent_36,mugging_control_15,mugging_control_4,mugging_control_29,mugging_control_38,N/A,No,face0,10,two,filler,Present,, ,,,yes
ucsd_5,785,p97hc6te8pj,20,Male,Asian,Laptop/Computer,686377,2,simultaneousShowup,mugging,absent,mugging_lineup_27,mugging_innocent_10,mugging_lineup_15,mugging_lineup_38,mugging_lineup_24,mugging_lineup_19,,No,no,100,two,1,Absent,, ,,,yes
ucsd_5,785,p97hc6te8pj,20,Male,Asian,Laptop/Computer,686377,1,simultaneousShowup,graffiti,present,graffiti_lineup_34,graffiti_lineup_32,graffiti_lineup_37,graffiti_lineup_25,graffiti_lineup_18,graffiti_lineup_perpetrator,,No,yes,80,one,1,Present,, ,,,yes
ucsd_5,786,welbpk30418aor,22,Female,Caucasian,Laptop/Computer,1255479,2,simultaneousShowup,graffiti,absent,graffiti_lineup_26,graffiti_innocent_30,graffiti_lineup_37,graffiti_lineup_35,graffiti_lineup_10,graffiti_lineup_16,none,No,no,70,one,1,Absent,, ,,,yes
ucsd_5,786,welbpk30418aor,22,Female,Caucasian,Laptop/Computer,1255479,1,simultaneousShowup,mugging,present,mugging_lineup_perpetrator,mugging_lineup_28,mugging_lineup_16,mugging_lineup_35,mugging_lineup_34,mugging_lineup_36,none,No,yes,40,two,1,Present,, ,,,yes
ucsd_5,787,jxbscu6zlol,18,Female,Asian,Laptop/Computer,915087,2,simultaneousShowup,mugging,present,mugging_lineup_21,mugging_lineup_15,mugging_lineup_33,mugging_lineup_perpetrator,mugging_lineup_8,mugging_lineup_26,,Video A,yes,30,two,1,Present,, ,,1,no
