subNum,lineupType,suspectPosition,suspectID,suspectRT,suspectConf,fill1ID,fill1RT,fill1Conf,fill2ID,fill2RT,fill2Conf,fill3ID,fill3RT,fill3Conf,fill4ID,fill4RT,fill4Conf,fill5ID,fill5RT,fill5Conf,fill6ID,fill6RT,fill6Conf
573,Target Absent,,,,,Yes,5.022,73,No,3.895,-92,Yes,4.327,95,No,5.083,-100,No,6.122,-91,No,4.583,-76
574,Target Absent,,,,,No,4.612,-70,No,5.089,-75,No,4.542,-60,Yes,5.222,71,No,4.006,-70,No,4.322,-72
575,Target Present,4,Yes,3.602,100,No,3.491,-100,No,16.915,-60,No,13.265,-100,,,,No,3.742,-100,No,3.61,-100
576,Target Absent,,,,,No,4.479,-75,No,1.969,-92,No,1.909,-96,No,3.723,-54,No,1.682,-94,No,2.111,-97
577,Target Absent,,,,,No,10.984,-30,No,16.455,-39,No,4.016,-92,Yes,4.422,95,No,4.146,-82,No,7.044,-39
578,Target Present,2,Yes,2.357,95,No,3.297,-80,,,,No,2.282,-96,No,2.019,-87,No,3.146,-100,No,5.965,-65
579,Target Absent,,,,,No,8.914,-61,No,4.658,-60,No,7.298,-100,No,4.103,-92,No,5.834,-91,No,5.083,-71
580,Target Present,4,No,3.492,71,Yes,12.068,45,Yes,13.422,50,No,4.484,-80,,,,No,3.16,-55,No,2.744,-80
581,Target Present,1,Yes,3.002,85,,,,No,2.97,0,No,2.715,0,No,2.992,-50,No,11.773,-50,No,2.894,-100
582,Target Present,6,Yes,5.247,60,No,14.251,-10,No,4.954,-82,No,3.799,-71,No,3.895,-100,No,5.855,-19,,,
583,Target Present,5,Yes,7.57,80,Yes,11.699,80,No,9.62,-50,No,3.226,-100,No,6.25,-50,,,,No,2.909,-100
584,Target Present,5,Yes,3.701,100,No,4.715,-38,No,6.265,-57,Yes,3.405,85,No,4.75,-20,,,,No,3.633,-88
585,Target Present,3,Yes,4.203,100,No,4.357,-93,Yes,5.358,97,,,,No,3.717,-100,No,4.123,-100,Yes,5.402,90
586,Target Absent,,,,,No,2.161,-70,No,1.833,-100,No,2.371,-40,No,2.14,-90,No,4.121,-39,Yes,2.522,85
587,Target Absent,,,,,Yes,34.015,65,No,9.759,-96,No,4.218,-100,No,24.495,-80,No,3.087,-100,No,3.004,-100
588,Target Absent,,,,,No,4.292,-76,Yes,4.755,89,No,2.679,-100,No,2.921,-88,No,2.909,-90,No,3.184,-99
589,Target Absent,,,,,No,3.544,-73,No,3.892,-12,No,4.213,-9,Yes,3.884,58,Yes,2.838,100,No,2.535,-84
590,Target Absent,,,,,Yes,3.873,75,No,2.445,-57,No,2.109,-3,No,2.239,-19,No,3.521,-52,No,2.494,-38
591,Target Absent,,,,,No,8.162,-100,No,6.211,-100,No,12.354,-53,No,6.03,-100,No,6.357,-54,No,9.352,-98
592,Target Absent,,,,,No,15.29,-20,No,4.44,-81,No,4.166,-95,Yes,4.705,53,No,3.236,-19,No,3.385,-92
593,Target Present,4,Yes,3.623,98,No,5.432,-72,No,3.035,-68,No,2.67,-76,,,,No,2.635,-100,No,2.39,-100
594,Target Absent,,,,,No,10.495,-75,No,4.369,-100,Yes,11.479,95,No,4.113,-100,No,4.492,-100,No,3.867,-100
595,Target Absent,,,,,No,4.36,-40,No,2.615,-52,Yes,3.667,65,Yes,3.131,61,No,2.799,-89,No,2.456,-100
596,Target Absent,,,,,Yes,4.377,90,No,6.535,-30,No,5.325,-90,Yes,6.428,100,No,4.679,-100,No,5.129,-70
597,Target Absent,,,,,No,4.109,-82,No,2.732,-79,No,4.356,-78,No,3.419,-100,No,2.639,-82,No,2.328,-100
598,Target Absent,,,,,No,6.286,-92,No,7.374,-92,No,5.744,-100,No,7.849,-92,Yes,11.614,75,No,11.512,-77
599,Target Present,1,Yes,4.488,76,,,,No,2.551,-95,No,4.274,-85,No,2.572,-100,Yes,4.139,80,No,2.243,-100
600,Target Absent,,,,,No,8.736,-38,No,6.883,-30,No,7.102,-40,No,6.201,-58,Yes,10.234,61,No,4.693,-40
601,Target Present,6,Yes,19.957,70,Yes,11.028,75,No,5.516,-91,No,3.862,-95,No,4.392,-100,No,4.934,-80,,,
602,Target Absent,,,,,No,5.703,-70,No,4.511,-91,No,5.032,-82,Yes,8.157,60,No,9.179,-30,No,3.677,-72
603,Target Absent,,,,,No,5.657,-100,No,7.173,-80,No,4.853,-100,No,7.889,-50,No,10.216,-60,No,6.974,-70
604,Target Present,3,No,4.539,60,No,3.792,-65,Yes,8.594,75,,,,No,5.464,-81,Yes,24.774,81,No,4.335,-70
605,Target Absent,,,,,No,4.896,-40,No,5.23,-43,No,4.012,-69,No,4.378,-84,No,3.309,-74,Yes,6.592,40
606,Target Present,2,Yes,20.409,100,No,19.902,-65,,,,No,14.037,-100,No,26.002,-100,No,19.15,-100,No,8.364,-100
607,Target Absent,,,,,No,8.891,-25,No,11.159,-25,No,4.169,-70,Yes,23.461,52,No,3.7,-88,No,3.638,-9
608,Target Present,1,Yes,2.778,97,,,,No,3.548,-99,Yes,9.062,40,No,10.432,-99,No,3.739,-100,No,4.755,-100
609,Target Present,6,Yes,5.447,80,No,13.617,-70,No,6.121,-100,Yes,6.862,80,No,5.489,-94,No,8.363,-72,,,
610,Target Present,5,No,2.219,71,No,5.974,-20,No,3.24,-100,No,3.126,-40,No,2.681,-71,,,,No,1.825,-95
611,Target Absent,,,,,No,2.687,-100,No,2.228,-100,No,3.495,-81,No,2.611,-100,No,3.991,-75,No,2.84,-81
612,Target Absent,,,,,No,5.492,-29,No,3.621,-30,Yes,5.227,40,No,3.2,-30,No,2.694,-30,No,2.545,-29
613,Target Absent,,,,,No,5.097,-60,Yes,3.547,72,No,3.96,-71,No,3.135,-54,No,2.778,-77,Yes,3.116,79
614,Target Absent,,,,,No,5.134,-81,No,5.157,-86,No,4.809,-87,No,3.88,-90,No,2.796,-92,Yes,7.837,92
615,Target Absent,,,,,No,10.89,-45,No,8.716,-45,No,2.823,-99,No,5.949,-67,No,2.292,-100,No,3.414,-72
616,Target Absent,,,,,No,2.482,-81,Yes,3.781,21,No,2.015,-85,No,2.261,-36,Yes,5.61,70,No,1.82,-93
617,Target Absent,,,,,Yes,9.904,66,No,7.955,-100,No,4.513,-100,No,3.509,-100,No,3.699,-100,No,7.78,-100
618,Target Present,5,No,6.06,9,Yes,7.673,51,No,6.541,-29,No,3.885,-83,No,5.215,-100,,,,No,6.985,-52
619,Target Absent,,,,,No,7.835,-83,No,4.187,-95,No,11.59,-13,Yes,5.114,65,No,3.809,-71,No,4.06,-100
620,Target Present,6,No,5.804,30,No,2.407,-71,No,2.66,-71,No,3.909,-71,Yes,3.408,80,No,2.071,-71,,,
621,Target Absent,,,,,No,5.23,-50,No,4.984,-70,No,10.39,-20,Yes,5.638,80,No,2.999,-62,No,4.307,-10
622,Target Absent,,,,,Yes,11.338,47,No,6.614,-99,Yes,9.388,54,No,5.279,-98,No,5.06,-97,No,4.575,-100
623,Target Present,4,No,3.175,100,Yes,5.545,100,No,4.455,-100,No,3.461,-100,,,,No,3.264,-100,No,3.175,-100
624,Target Present,1,Yes,6.274,79,,,,No,2.662,-5,No,3.005,-12,No,4.788,-3,No,3.001,-9,No,2.276,-13
625,Target Absent,,,,,Yes,26.654,72,No,10.646,-90,No,11.106,-83,No,9.701,-81,Yes,26.157,54,No,12.267,-82
626,Target Absent,,,,,No,4.269,-29,No,6.24,-29,No,3.044,-100,No,2.516,-100,No,2.854,-100,Yes,4.452,72
627,Target Present,6,No,2.486,88,No,3.388,-100,Yes,5.919,51,No,2.757,-100,No,2.887,-100,No,4.612,-71,,,
628,Target Present,1,Yes,7.046,26,,,,No,7.383,-71,No,9.794,-18,Yes,4.195,70,Yes,3.839,62,No,3.29,-34
629,Target Absent,,,,,No,43.261,-91,No,4.527,-70,No,4.824,-71,Yes,4.928,91,No,10.573,-40,No,3.02,-58
630,Target Absent,,,,,No,7.431,-100,No,3.483,-97,No,3.811,-100,No,3.573,-95,Yes,4.286,77,No,3.553,-100
631,Target Absent,,,,,No,6.333,-60,No,3.448,-40,No,8.491,-55,No,3.16,-80,No,3.464,-40,No,2.552,-55
632,Target Absent,,,,,No,2.367,-92,No,2.857,-100,No,2.079,-100,No,11.011,-100,No,5.087,-51,No,2.223,-100
633,Target Present,4,No,11.22,90,No,9.975,-90,No,5.806,-100,No,9.442,-90,,,,No,4.798,-100,No,4.189,-100
634,Target Absent,,,,,No,8.999,-81,No,5.047,-92,No,11.466,-61,No,5.529,-71,No,4.379,-73,No,5.942,-72
635,Target Absent,,,,,No,13.231,-41,Yes,15.281,66,No,13.731,-54,No,5.789,-82,No,5.407,-81,No,7.941,-68
636,Target Present,5,Yes,4.439,19,No,7.354,-74,No,3.761,-97,No,7.231,-7,Yes,4.111,28,,,,Yes,5.168,84
637,Target Absent,,,,,No,2.362,-75,Yes,4.376,70,Yes,2.897,32,No,0,-39,Yes,2.547,83,No,2.336,-34
638,Target Absent,,,,,Yes,14.181,71,No,4.8,-100,No,6.278,-81,No,3.234,-100,No,16.572,-48,No,3.699,-100
639,Target Present,1,No,8.159,20,,,,No,3.473,-100,No,4.283,-100,No,3.682,-100,No,3.242,-100,No,3.272,-100
640,Target Present,2,Yes,3.614,100,No,3.838,-100,,,,No,2.012,-100,No,2.002,-100,No,2.271,-100,No,1.762,-100
641,Target Present,3,No,4.953,61,No,3.078,-70,No,5.127,-63,,,,No,6.55,-80,No,4.713,-73,Yes,4.616,55
642,Target Absent,,,,,No,5.795,-82,No,5.117,-40,No,4.394,-82,No,3.963,-82,No,5.052,-35,No,4.203,-51
643,Target Absent,,,,,No,7.547,-30,No,6.094,-40,Yes,12.768,55,No,2.84,-70,No,6.757,-30,No,3.364,-75
644,Target Absent,,,,,No,3.7,-63,No,4.824,-75,Yes,4.432,76,No,7.042,-32,No,4.157,-32,No,3.207,-85
645,Target Absent,,,,,Yes,11.174,30,No,5.456,-80,No,3.493,-80,Yes,13.925,35,No,3.412,-90,No,4.08,-80
646,Target Absent,,,,,No,2.73,-100,No,2.453,-100,No,2.34,0,No,2.502,0,No,0,0,No,1.138,-100
647,Target Absent,,,,,No,6.242,-82,No,3.95,-81,Yes,8.265,50,No,4.999,-30,Yes,5.544,34,No,3.77,-89
648,Target Present,5,Yes,17.225,89,No,20.008,-81,No,2.675,-92,No,2.982,-93,No,2.489,-96,,,,No,2.363,-99
649,Target Absent,,,,,Yes,4.588,65,Yes,31.124,90,No,1.941,-60,No,2.076,-100,No,2.565,-81,Yes,3.454,60
650,Target Present,1,Yes,18.263,75,,,,No,6.727,-80,No,8.816,-99,No,10.139,-90,No,9.133,-99,No,9.162,-95
651,Target Present,6,Yes,3.852,100,No,3.851,-100,No,4.359,-77,No,2.499,-100,No,4.819,-60,Yes,4.421,62,,,
652,Target Present,4,Yes,13.667,96,No,14.928,-81,No,13.474,-85,Yes,17.833,92,,,,No,7.716,-100,No,6.702,-92
653,Target Absent,,,,,No,40.351,-75,No,2.749,-73,No,3.837,-76,No,3.292,-77,No,2.784,-75,No,2.694,-82
654,Target Absent,,,,,Yes,2.184,91,Yes,0,15,No,2.82,-82,No,1.651,-79,No,3.065,-38,No,1.714,-78
655,Target Present,3,Yes,4.854,60,No,6.082,-60,No,12.988,-80,,,,No,6.262,-100,No,4.99,-40,No,2.965,-100
656,Target Present,5,No,9.108,51,No,3.314,-100,No,3.288,-100,No,8.344,-35,No,3.199,-100,,,,No,3.106,-100
657,Target Absent,,,,,Yes,9.138,59,No,4.713,-76,No,4.562,-65,No,5.937,-59,No,4.225,-87,No,3.4,-71
658,Target Present,6,No,3.193,88,Yes,10.153,59,No,10.015,-80,No,6.217,-72,Yes,10.167,82,No,3.974,-76,,,
659,Target Present,2,Yes,7.981,82,No,17.762,-62,,,,No,3.018,-62,No,5.415,-92,No,2.157,-81,No,2.413,-81
660,Target Present,4,Yes,6.625,100,Yes,2.348,100,No,2.088,-100,No,2.91,-100,,,,No,2.69,-100,No,3.63,-100
661,Target Absent,,,,,No,7.788,-30,No,2.919,-41,No,2.889,-41,No,5.918,-29,No,4.441,-30,No,4.338,-43
662,Target Absent,,,,,No,10.787,-99,No,5.814,-73,Yes,7,70,No,9.288,-47,Yes,9.277,95,No,4.466,-100
663,Target Absent,,,,,No,5.412,-29,No,6.386,-81,No,5.449,-29,Yes,5.514,81,Yes,4.456,80,No,7.804,-27
664,Target Present,6,No,4.67,88,No,3.101,-71,Yes,5.475,81,No,2.648,-96,No,2.387,-100,No,2.258,-100,,,
665,Target Present,4,Yes,12.435,7,No,9.881,-29,No,3.867,-97,No,10.76,-8,,,,No,5.911,-9,No,4.295,-92
666,Target Present,3,No,4.088,80,No,6.824,-92,Yes,6.154,61,,,,No,4.227,-98,No,5.133,-98,No,4.302,-71
667,Target Absent,,,,,No,13.507,-51,No,4.573,-51,Yes,5.429,51,No,2.778,-99,No,2.834,-99,No,3.286,-100
668,Target Absent,,,,,No,8.151,-30,No,2.733,-83,No,3.098,-85,Yes,5.161,60,No,4.038,-40,No,3.121,-70
669,Target Absent,,,,,No,3.341,-30,No,3.036,0,No,3.528,0,No,4.089,0,No,3.207,0,No,2.644,-40
670,Target Present,2,Yes,4.208,86,No,7.907,-20,,,,No,2.714,-79,No,4.478,-73,No,3.3,-99,No,4.689,-64
671,Target Absent,,,,,Yes,2.262,73,No,5.031,-74,Yes,4.935,100,No,10.79,-66,No,1.96,-71,No,1.588,-82
672,Target Absent,,,,,No,9.314,-90,No,8.133,-84,No,4.87,-87,No,7.59,-67,No,5.434,-73,No,5.267,-72
673,Target Present,5,No,4.107,61,Yes,7.155,71,No,4.605,-100,No,7.171,-51,No,3.298,-59,,,,No,3.414,-72
674,Target Present,4,Yes,5.863,92,No,7.718,-72,No,3.527,-91,No,4.122,-92,,,,No,3.488,-94,No,3.037,-83
675,Target Present,1,Yes,6.573,60,,,,No,6.94,-72,Yes,4.892,85,No,9.018,-30,No,4.86,-60,No,5.56,-81
676,Target Present,3,Yes,6.177,74,No,8.04,-56,No,4.452,-55,,,,No,3.137,-96,No,3.11,-93,No,2.838,-88
677,Target Present,5,Yes,2.139,72,No,3.671,-43,No,11.098,-42,Yes,7.908,61,No,2.564,-40,,,,No,2.751,-32
678,Target Present,1,Yes,6.831,80,,,,No,5.117,-99,No,6.344,-95,No,7.13,-99,No,4.2,-100,No,4.578,-99
679,Target Present,2,Yes,3.251,81,No,4.231,-100,,,,No,3.592,-100,No,3.37,-100,No,2.512,-100,No,2.75,-100
680,Target Present,6,Yes,7.67,25,No,7.324,-25,No,3.25,-100,No,2.566,-100,No,2.907,-100,No,2.675,-100,,,
681,Target Present,4,No,8.341,59,No,15.592,-38,No,5.518,-80,Yes,5.744,53,,,,No,4.809,-71,No,5.757,-79
682,Target Absent,,,,,No,5.241,-46,No,3.469,-89,No,3.518,-76,No,3.631,-56,No,2.949,-81,No,3.039,-62
683,Target Absent,,,,,No,8.135,-46,No,5.946,-100,No,3.083,-100,No,15.08,-44,No,3.511,-100,No,9.08,-51
684,Target Absent,,,,,No,3.955,-20,No,3.723,-30,No,4.707,0,No,7.312,-52,Yes,6.511,74,Yes,4.155,73
685,Target Absent,,,,,No,4.185,-71,No,2.341,-100,No,4.812,-97,No,2.39,-99,No,5.549,-90,Yes,2.529,93
686,Target Present,3,Yes,6.384,55,No,6.37,-100,No,4.718,-100,,,,No,7.486,-100,No,3.545,-100,No,3.938,-100
687,Target Absent,,,,,No,3.588,-82,Yes,5.131,61,No,2.669,-100,No,5.315,-71,No,2.332,-100,No,3.258,-74
688,Target Absent,,,,,No,5.855,-70,No,32.028,-60,No,5.091,-90,No,3.938,-100,Yes,46.486,50,No,2.113,-100
689,Target Absent,,,,,No,4.661,-100,Yes,13.896,71,No,1.902,0,No,7.339,-34,Yes,6.561,67,No,2.846,0
690,Target Absent,,,,,No,3.909,-9,No,3.914,-9,Yes,4.088,9,No,3.415,-8,No,8.231,-9,No,3.928,-9
691,Target Present,4,No,10.629,60,No,7.919,-61,No,5.587,-60,Yes,12.408,65,,,,No,6.312,-50,No,4.724,-40
692,Target Present,3,No,2.236,0,Yes,2.807,100,No,2.88,0,,,,No,1.876,0,No,2.077,0,No,5.731,-100
693,Target Present,2,No,7.582,40,Yes,8.373,60,,,,No,13.069,-82,No,4.029,-81,No,3.184,-82,No,6.162,-72
694,Target Absent,,,,,Yes,28.376,76,No,3.876,-95,No,3.85,-100,No,4.036,-96,No,3.233,-97,No,5.395,-93
695,Target Present,1,Yes,4.237,80,,,,No,2.859,-100,No,2.508,-100,No,5.521,-51,No,2.832,-100,No,2.499,-100
696,Target Absent,,,,,No,10.675,-75,No,3.342,-92,Yes,7.24,72,No,7.564,-66,No,3.712,-81,No,3.986,-93
697,Target Present,5,Yes,2.546,73,No,3.588,-41,No,2.353,-78,No,2.169,-82,No,2.879,-65,,,,No,1.876,-81
698,Target Present,4,Yes,9.909,100,No,7.767,-40,No,4.872,-30,Yes,6.972,60,,,,No,3.29,-100,No,3.18,-80
699,Target Present,3,No,7.416,43,No,10.385,-52,No,8.022,-66,,,,No,8.447,-40,No,6.716,-38,No,11.015,-70
700,Target Present,5,Yes,7.417,25,No,8.975,-34,No,3.376,-74,No,4.118,-75,No,11.151,-75,,,,No,2.769,-44
701,Target Absent,,,,,No,5.203,-40,No,2.823,-70,No,2.546,-40,No,7.616,-60,No,3.836,-71,No,2.747,-70
702,Target Absent,,,,,No,5.332,-61,No,4.358,-71,No,5.565,-62,No,11.005,-50,No,8.285,-81,No,4.99,-70
703,Target Absent,,,,,No,8.015,-47,Yes,17.208,69,No,2.693,-84,No,2.522,-47,No,3.695,-72,No,2.623,-79
704,Target Absent,,,,,No,5.503,-19,No,3.725,-95,No,5.153,-80,No,11.853,-40,No,5.368,-40,No,3.427,-90
705,Target Absent,,,,,Yes,21.128,23,No,11.347,-81,No,5.89,-100,No,8.525,-99,No,6.441,-100,No,10.726,-70
706,Target Absent,,,,,No,3.245,-92,Yes,4.953,92,No,2.925,-92,No,3.643,-92,No,3.07,-19,No,4.342,-70
707,Target Present,3,Yes,13.121,18,Yes,10.943,50,No,4.803,-60,,,,No,6.02,-19,No,4.225,-79,No,4.118,-35
708,Target Present,4,Yes,3.861,87,No,7.101,-60,No,3.914,-100,No,4.811,-100,,,,No,4.161,-94,No,3.55,-100
709,Target Absent,,,,,No,3.091,-97,No,5.137,-72,No,2.699,-71,Yes,8.183,61,No,3.003,-73,No,2.519,-82
710,Target Absent,,,,,No,7.121,-33,No,4.088,-89,No,3.949,-92,No,4.1,-100,Yes,6.44,31,No,2.992,-90
711,Target Present,5,Yes,4.943,59,No,3.324,-82,No,4.088,-34,No,2.645,-71,No,3.086,-77,,,,No,2.289,-100
712,Target Absent,,,,,No,4.68,-79,No,8.761,-31,No,6.68,-41,No,6.963,-43,No,11.053,-18,No,7.537,-17
713,Target Present,1,Yes,8.495,66,,,,No,4.068,-91,No,4.313,-81,No,3.335,-91,No,4.363,-72,No,4.011,-82
714,Target Present,1,Yes,7.885,100,,,,No,3.92,-100,No,7.166,-100,No,4.442,-100,No,4.355,-100,No,5.559,-100
715,Target Absent,,,,,No,5.616,-63,No,3.388,-83,No,1.997,-84,No,3.438,-84,Yes,6.905,72,No,1.896,-75
716,Target Present,6,No,10.382,40,No,12.647,-71,No,10.632,-60,No,5.627,-92,No,26.95,-50,No,21.797,-30,,,
717,Target Absent,,,,,Yes,11.035,45,No,3.512,-100,Yes,26.689,28,No,4.209,-99,No,7.022,-39,No,3.694,-91
718,Target Absent,,,,,No,2.873,-71,No,2.481,-70,No,2.631,-71,Yes,2.188,70,No,2.395,-74,Yes,2.518,72
719,Target Absent,,,,,No,3.714,-66,No,3.208,-79,Yes,4.341,10,No,10.812,-71,No,2.488,-87,No,12.799,-75
720,Target Present,5,Yes,9.839,80,No,6.51,-19,No,6.633,-5,No,3.123,0,No,3.816,-11,,,,No,4.108,-73
721,Target Absent,,,,,No,2.397,-40,No,2.621,-82,No,2.568,-71,No,2.755,-81,No,3.555,-19,Yes,2.38,71
722,Target Absent,,,,,No,5.819,-80,No,5.59,-90,No,6.86,-91,Yes,12.708,60,No,3.945,-92,No,4.978,-91
723,Target Absent,,,,,,,,,,,,,,,,,,,,,,
724,Target Absent,,,,,Yes,7.904,82,No,6.733,-58,No,6.434,-100,No,8.755,-64,No,4.104,-90,No,6.92,-78
725,Target Absent,,,,,No,9.185,-73,No,6.252,-71,No,75.021,-60,No,14.672,-85,No,4.486,-100,No,6.613,-100
726,Target Present,2,Yes,4.615,89,No,2.948,-86,,,,No,2.499,-100,No,2.456,-100,No,2.653,-99,No,9.349,-100
727,Target Present,3,No,2.067,57,No,2.254,-34,Yes,3.961,55,,,,No,2.516,-48,No,0,-57,No,2.248,-59
728,Target Present,5,Yes,2.026,90,No,1.922,-95,No,2.158,-95,No,2.217,-95,No,5.329,-50,,,,No,1.889,-100
729,Target Absent,,,,,Yes,14.872,35,No,3.718,-65,No,1.892,-85,No,2.804,-75,No,1.907,-78,Yes,4.424,45
730,Target Present,2,Yes,8.727,60,Yes,32.053,40,,,,No,2.273,-100,No,2.483,-100,No,3.35,-100,No,2.275,-100
731,Target Absent,,,,,No,4.789,-80,No,2.194,-95,No,2.036,-100,No,23.903,-20,Yes,13.835,70,Yes,7.698,90
732,Target Present,4,No,4.567,61,Yes,6.766,72,No,12.695,-72,No,4.92,-70,,,,No,5.131,-75,No,12.021,-53
733,Target Absent,,,,,Yes,19.591,40,No,3.632,-90,No,6.083,-70,No,5.323,-70,No,6.932,-70,No,3.578,-80
734,Target Present,1,No,10.168,51,,,,No,3.262,-100,No,3.964,-100,No,5.642,-59,Yes,4.761,64,No,2.857,-74
735,Target Absent,,,,,Yes,19.275,20,No,8.862,-70,No,9.713,-80,No,14.74,-30,No,7.419,-80,No,8.098,-61
736,Target Absent,,,,,No,7.171,-72,No,4.49,-100,Yes,6.688,70,No,3.121,-71,No,4.027,-92,No,6.573,-92
737,Target Absent,,,,,No,3.512,-62,No,2.376,-100,No,3.577,-100,Yes,3.328,60,Yes,3.119,83,Yes,2.965,51
738,Target Present,6,No,4.658,100,Yes,4.591,85,No,4.662,-10,No,3.906,-100,No,3.324,-99,No,4.162,-100,,,
739,Target Present,4,Yes,3.795,91,No,4.384,-96,No,2.137,-95,No,2.247,-96,,,,No,2.499,-100,No,2.406,-98
740,Target Present,1,Yes,2.864,100,,,,No,3.321,-10,No,2.355,0,No,1.674,0,No,3.385,-100,No,3.948,-100
741,Target Absent,,,,,No,8.712,-24,No,3.477,-84,No,12.175,-4,Yes,5.722,70,No,5.414,-76,No,3.277,-91
742,Target Present,2,Yes,4.656,52,No,5.224,-97,,,,No,3.548,-100,No,3.675,-100,No,4.818,-100,No,3.068,-100
743,Target Present,3,Yes,8.556,40,Yes,10.5,40,No,3.257,-100,,,,No,5.986,-61,No,2.171,-82,No,3.627,-71
744,Target Absent,,,,,No,7.937,-19,No,3.994,-7,No,4.489,-9,No,7.397,-8,No,4.552,-9,No,8.321,-8
745,Target Absent,,,,,Yes,7.785,64,No,3.991,-47,No,166.803,-59,No,2.719,-59,No,2.27,-60,No,2.426,-57
746,Target Present,5,No,2.709,63,No,4.7,-30,Yes,3.602,60,No,2.603,-50,No,2.169,-89,,,,No,1.901,-96
747,Target Present,4,No,7.323,94,Yes,5.444,60,No,5.41,-90,No,7.66,-90,,,,No,5.019,-100,No,7.14,-90
748,Target Absent,,,,,Yes,7.681,70,No,3.172,-94,No,2.824,-89,No,3.146,-93,No,3.817,-95,No,3.69,-81
749,Target Absent,,,,,No,10.788,-68,No,4.329,-98,Yes,5.096,100,No,8.692,0,No,2.43,-98,No,3.369,-94
750,Target Present,1,Yes,2.654,90,,,,No,2.328,-99,No,2.12,-99,No,2.326,-99,No,1.917,-99,No,79.28,-100
751,Target Present,2,No,5.147,100,No,5.888,-100,,,,No,3.923,-100,No,4.029,-100,No,3.952,-100,No,7.458,-100
752,Target Present,3,Yes,2.138,74,No,2.234,-47,No,1.961,-42,,,,No,1.689,-82,No,1.729,-91,No,1.647,-91
753,Target Present,4,Yes,3.987,100,No,15.44,-15,No,2.905,-80,No,3.27,-95,,,,No,2.463,-100,No,2.648,-100
754,Target Present,1,Yes,6.237,92,,,,No,3.465,-98,No,2.48,-100,No,3.638,-98,No,4.407,-66,No,2.021,-100
755,Target Absent,,,,,No,7.157,-61,No,11.402,-70,No,3.091,-100,No,3.762,-100,No,3.478,-100,No,2.965,-100
756,Target Absent,,,,,No,10.818,0,No,9.769,0,No,25.542,-51,No,3.606,-34,No,6.885,-10,No,8.133,-47
757,Target Absent,,,,,No,16.151,-9,No,4.187,-62,No,6.13,-37,No,5.109,-65,Yes,7.433,17,No,3.486,-59
758,Target Present,3,Yes,13.18,73,No,11.913,-81,No,14.198,-92,,,,No,8.501,-71,No,3.031,-100,No,3.627,-97
759,Target Absent,,,,,Yes,8.722,70,No,4.082,-5,No,4.272,-51,No,8.945,-41,No,5.154,-42,No,3.939,-62
760,Target Present,5,Yes,2.847,78,No,3.955,-41,Yes,2.573,62,No,1.837,-70,No,2.472,-71,,,,No,1.832,-88
761,Target Absent,,,,,Yes,8.51,81,No,3.438,-100,No,8.215,-100,Yes,6.466,82,No,2.828,-100,No,6.033,-91
762,Target Absent,,,,,No,5.743,-81,Yes,9.615,86,No,2.495,-97,No,9.9,-51,No,1.871,-98,No,2.561,-95
763,Target Absent,,,,,No,3.031,-81,No,7.826,-72,No,2.147,-86,Yes,3.312,92,No,2.931,-53,No,2.691,-90
764,Target Present,4,No,4.081,71,Yes,6.918,40,No,4.508,-40,No,2.449,-100,,,,No,2.333,-86,No,4.145,-60
765,Target Absent,,,,,No,3.82,-85,No,3.105,-96,No,2.775,-97,No,4.116,-66,No,3.561,-100,No,4.456,-91
766,Target Present,5,Yes,5.292,71,No,11.634,-87,No,6.217,-41,No,10.326,-70,No,7.553,-18,,,,No,5.5,-90
767,Target Absent,,,,,No,10.861,-100,No,8.702,-100,No,27.401,-75,No,53.385,-35,No,9.659,-61,No,10.318,-46
768,Target Present,6,Yes,8.206,95,No,7.729,-100,No,6.697,-90,No,8.708,-86,No,6.333,-100,No,14.108,-75,,,
769,Target Present,1,Yes,6.148,56,,,,No,5.774,-100,No,3.165,-100,No,4.005,-65,No,2.774,-100,No,3.171,-71
770,Target Present,5,No,7.886,36,Yes,10.011,34,No,7.601,-66,Yes,8.433,75,No,5.466,-58,,,,No,6.818,-83
771,Target Absent,,,,,No,4.847,-31,No,4.887,-98,No,3.2,-75,No,3.843,-74,No,3.767,-76,No,3.773,-45
772,Target Present,1,Yes,5.409,60,,,,No,4.969,-80,No,4.04,-90,No,4.414,-80,No,3.912,-80,No,5.73,-70
773,Target Absent,,,,,Yes,3.357,81,No,3.033,-93,No,3.404,-83,No,4.151,-63,No,2.637,-77,No,3.205,-95
774,Target Absent,,,,,No,9.683,-81,No,6.407,-82,No,4.091,-100,No,11.719,-72,Yes,14.921,71,Yes,18.773,100
775,Target Absent,,,,,No,5.365,-75,No,4.056,-85,Yes,3.512,65,Yes,6.368,90,No,2.512,-76,No,2.959,-91
776,Target Absent,,,,,No,4.479,-100,No,7.713,-100,No,4.999,-100,No,7.595,-88,No,7.992,-86,No,5.738,-100
777,Target Absent,,,,,No,7.378,-29,No,8.239,-40,No,8.064,-40,No,8.972,-40,No,5.277,-82,No,8.696,0
778,Target Absent,,,,,Yes,5.54,65,No,6.72,-49,No,5.201,-99,No,6.637,-95,No,4.282,-81,No,4.093,-96
779,Target Absent,,,,,No,5.131,-40,No,6.49,-60,No,3.843,-81,No,3.201,-91,No,2.66,-81,No,2.475,-81
780,Target Present,3,Yes,3.95,76,No,4.56,-71,No,2.476,-91,,,,No,2.447,-100,No,2.568,-77,No,2.234,-86
