ExperimentId,ParticipantId,SexId,Age,EthnicityId,StartDate,EndDate,TrialNumber,"Approximately what percentage of the students in the high school you attended were ""South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lankan )"" / ""White""?","How many ""South Asian"" / ""White"") friends did you have in High School?","Approximately what percentage of the people in the neighborhood in which you grew up were ""South Asian"" / ""White""","In an average week's time, approximately how many ""South Asian"" / ""White"" people do you have conversations with?","In your area, how many ""South Asians"" / ""Whites"" do you know on a first name basis who also know you on a first name basis?","Of your nine closest friends, how many are ""South Asian"" / ""White""","How many times have you gone out with or dated a ""South Asian"" / ""White"") person?","Approximately what percentage of the people that you view / interact with on social media are ""South Asian"" / ""White""","Approximately what percentage of the people that you watch in TV programmes / movies are ""South Asian"" / ""White""","The crime video played smoothly (played all the way through, did not buffer etc.)",The sequence of faces was displayed clearly (loaded promptly etc.),"MyRace (""How would you describe YOUR OWN race / ethnicity?"")",ParticipantPerpetrator present (yes/no),Face picked,Confidence,Face1.jpeg,Face2.jpeg,Face3.jpeg,Face4.jpeg,Face5.jpeg,Face6.jpeg,AttentionCheck,Face (.jpeg) picked,Correct,SaidAbsentorPresent,TargetPresent,IDResponse,CrimeWatched,PerpRace,SubjectRace,OwnRace,LineupType,AttentionCheckCorrect,CorrectSubjectRace,Include
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,1,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,no,,60,1,2,4,6,3,5,laptop,absent,1,absent,no,reject,laptop,caucasian,south_asian,otherRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,2,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,yes,6,80,3,4,2,1,5,6,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,south_asian,ownRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,3,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,yes,2,100,3,6,4,2,1,5,burglary,6,1,present,yes,perpetrator,burglary,caucasian,south_asian,otherRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,4,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,no,,100,6,3,5,2,4,1,laptop,absent,1,absent,no,reject,laptop,south_asian,south_asian,ownRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,5,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,no,,100,3,4,1,6,2,5,car,absent,1,absent,no,reject,car,caucasian,south_asian,otherRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,6,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,yes,5,100,2,3,5,4,6,1,burglary,6,1,present,yes,perpetrator,burglary,south_asian,south_asian,ownRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,7,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,no,,100,2,3,1,4,5,6,car,absent,1,absent,no,reject,car,south_asian,south_asian,ownRace,interactive,yes,yes,yes
243,501f5f9f-b661-4cbd-80c3-c763afc51b68,M,20,south_asian,20/03/2018,20/03/2018,8,5,9,8,6,9,1,0,8,8,5,5,Asian Sri Lankan,yes,2,100,3,6,4,1,2,5,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,south_asian,otherRace,interactive,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,1,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,yes,4,60,3,6,5,1,4,2,car,1,0,present,yes,foil,car,south_asian,south_asian,ownRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,2,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,no,,80,1,2,3,5,4,6,car,absent,0,absent,yes,reject,car,caucasian,south_asian,otherRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,3,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,no,,80,3,6,1,5,2,4,burglary,absent,1,absent,no,reject,burglary,south_asian,south_asian,ownRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,4,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,no,,80,5,4,1,3,6,2,laptop,absent,1,absent,no,reject,laptop,south_asian,south_asian,ownRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,5,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,yes,1,70,6,3,1,2,4,5,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,south_asian,ownRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,6,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,no,,90,4,3,2,6,1,5,laptop,absent,1,absent,no,reject,laptop,caucasian,south_asian,otherRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,7,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,no,,90,5,6,1,3,2,4,drinkspiking,absent,0,absent,yes,reject,drinkspiking,caucasian,south_asian,otherRace,static,yes,yes,yes
247,07a97da6-bec7-4b9c-90c8-ff29635f1cd7,F,20,south_asian,21/03/2018,21/03/2018,8,5,9,3,9,9,4,0,5,8,5,5,Asian Indian,no,,90,4,5,1,3,2,6,burglary,absent,1,absent,no,reject,burglary,caucasian,south_asian,otherRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,1,5,9,6,9,9,4,4,4,9,4,4,Mixed other,no,,50,3,1,4,2,6,5,car,absent,1,absent,no,reject,car,south_asian,south_asian,ownRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,2,5,9,6,9,9,4,4,4,9,4,4,Mixed other,yes,3,20,1,5,2,6,3,4,burglary,2,0,present,yes,foil,burglary,south_asian,south_asian,ownRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,3,5,9,6,9,9,4,4,4,9,4,4,Mixed other,yes,1,80,6,3,4,5,1,2,laptop,6,1,present,yes,perpetrator,laptop,south_asian,south_asian,ownRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,4,5,9,6,9,9,4,4,4,9,4,4,Mixed other,yes,2,30,6,2,5,1,3,4,drinkspiking,2,0,present,no,foil,drinkspiking,caucasian,south_asian,otherRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,5,5,9,6,9,9,4,4,4,9,4,4,Mixed other,no,,40,3,6,4,1,5,2,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,south_asian,ownRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,6,5,9,6,9,9,4,4,4,9,4,4,Mixed other,yes,6,30,6,1,2,5,3,4,laptop,4,0,present,yes,foil,laptop,caucasian,south_asian,otherRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,7,5,9,6,9,9,4,4,4,9,4,4,Mixed other,yes,2,70,4,6,5,2,3,1,burglary,6,1,present,yes,perpetrator,burglary,caucasian,south_asian,otherRace,static,yes,yes,yes
251,309a0713-1911-4be5-ac6a-ff6b14aec8f0,F,19,south_asian,22/03/2018,22/03/2018,8,5,9,6,9,9,4,4,4,9,4,4,Mixed other,no,,60,2,1,6,5,4,3,car,absent,1,absent,no,reject,car,caucasian,south_asian,otherRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,1,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,no,,80,4,3,2,5,1,6,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,caucasian,otherRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,2,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,no,,70,1,3,4,2,6,5,car,absent,0,absent,yes,reject,car,caucasian,caucasian,ownRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,3,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,yes,3,50,6,5,2,1,4,3,burglary,2,0,present,no,foil,burglary,caucasian,caucasian,ownRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,4,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,no,,60,2,3,1,6,4,5,burglary,absent,1,absent,no,reject,burglary,south_asian,caucasian,otherRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,5,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,no,,90,4,6,3,2,5,1,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,caucasian,ownRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,6,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,yes,3,80,1,4,6,2,5,3,car,6,1,present,yes,perpetrator,car,south_asian,caucasian,otherRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,7,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,yes,2,60,3,6,1,4,2,5,laptop,6,1,present,yes,perpetrator,laptop,south_asian,caucasian,otherRace,static,yes,yes,yes
248,8cdad2a5-1ca0-497d-9757-0defc04a04b8,M,23,caucasian,21/03/2018,21/03/2018,8,0,0,4,5,3,2,0,3,1,4,4,Mixed White &amp; Asian,yes,6,70,2,1,4,5,3,6,laptop,6,1,present,yes,perpetrator,laptop,caucasian,caucasian,ownRace,static,yes,yes,yes
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,1,2,1,0,2,0,0,0,2,7,5,5,Black African,yes,6,70,3,5,2,4,1,6,car,6,1,present,yes,perpetrator,car,south_asian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,2,2,1,0,2,0,0,0,2,7,5,5,Black African,no,,80,6,5,2,1,3,4,laptop,absent,1,absent,no,reject,laptop,south_asian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,3,2,1,0,2,0,0,0,2,7,5,5,Black African,yes,3,100,3,5,6,1,2,4,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,4,2,1,0,2,0,0,0,2,7,5,5,Black African,yes,3,50,4,5,6,1,3,2,car,6,1,present,yes,perpetrator,car,caucasian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,5,2,1,0,2,0,0,0,2,7,5,5,Black African,no,,90,5,1,6,4,2,3,burglary,absent,1,absent,no,reject,burglary,south_asian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,6,2,1,0,2,0,0,0,2,7,5,5,Black African,yes,2,40,2,5,4,1,3,6,burglary,5,0,present,no,foil,burglary,caucasian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,7,2,1,0,2,0,0,0,2,7,5,5,Black African,no,,70,4,2,5,3,1,6,laptop,absent,1,absent,no,reject,laptop,caucasian,ERROR,ERROR,static,yes,no,no
249,6b144138-1624-494d-91c7-8e49c3f2666d,F,21,black_african,21/03/2018,21/03/2018,8,2,1,0,2,0,0,0,2,7,5,5,Black African,no,,60,4,1,2,6,5,3,drinkspiking,absent,0,absent,yes,reject,drinkspiking,caucasian,ERROR,ERROR,static,yes,no,no
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,1,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,yes,1,90,6,2,3,4,1,5,laptop,6,1,present,yes,perpetrator,laptop,south_asian,south_asian,ownRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,2,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,no,,50,5,6,1,3,2,4,burglary,absent,1,absent,no,reject,burglary,caucasian,south_asian,otherRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,3,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,yes,1,50,5,1,6,3,4,2,car,5,0,present,no,foil,car,caucasian,south_asian,otherRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,4,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,yes,6,100,4,3,5,2,1,6,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,south_asian,otherRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,5,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,yes,3,100,3,1,6,5,4,2,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,south_asian,ownRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,6,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,yes,2,100,3,6,4,1,2,5,laptop,6,1,present,yes,perpetrator,laptop,caucasian,south_asian,otherRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,7,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,no,,100,2,4,1,6,5,3,car,absent,1,absent,no,reject,car,south_asian,south_asian,ownRace,interactive,yes,yes,yes
250,be464354-03f8-4f50-9c5f-4540d38006f4,F,20,south_asian,22/03/2018,22/03/2018,8,5,5,7,5,3,5,0,4,7,5,5,Asian Sri Lankan,no,,100,3,4,1,6,5,2,burglary,absent,1,absent,no,reject,burglary,south_asian,south_asian,ownRace,interactive,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,1,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,yes,3,50,1,3,5,6,4,2,drinkspiking,5,0,present,no,foil,drinkspiking,caucasian,south_asian,otherRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,2,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,no,,60,3,5,1,6,2,4,laptop,absent,0,absent,yes,reject,laptop,caucasian,south_asian,otherRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,3,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,no,,90,5,3,2,1,6,4,car,absent,1,absent,no,reject,car,caucasian,south_asian,otherRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,4,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,yes,6,70,2,6,4,3,1,5,burglary,5,0,present,yes,foil,burglary,caucasian,south_asian,otherRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,5,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,no,,70,4,3,6,5,1,2,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,south_asian,ownRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,6,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,yes,1,80,6,1,4,5,2,3,burglary,6,1,present,yes,perpetrator,burglary,south_asian,south_asian,ownRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,7,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,yes,1,80,6,4,5,2,3,1,laptop,6,1,present,yes,perpetrator,laptop,south_asian,south_asian,ownRace,static,yes,yes,yes
254,2e388e82-f383-48f1-aab9-f625a9e1d783,M,22,south_asian,22/03/2018,22/03/2018,8,1,2,2,9,5,0,5,5,6,5,5,Asian Afghan,no,,90,1,6,2,5,4,3,car,absent,1,absent,no,reject,car,south_asian,south_asian,ownRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,1,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,no,,90,4,3,1,6,5,2,car,absent,1,absent,no,reject,car,caucasian,south_asian,otherRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,2,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,yes,3,100,1,5,6,3,2,4,burglary,6,1,present,yes,perpetrator,burglary,south_asian,south_asian,ownRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,3,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,yes,2,90,1,6,5,4,2,3,laptop,6,1,present,yes,perpetrator,laptop,south_asian,south_asian,ownRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,4,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,no,,100,4,1,3,6,5,2,drinkspiking,absent,1,absent,no,reject,drinkspiking,south_asian,south_asian,ownRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,5,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,no,,90,6,5,1,2,4,3,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,south_asian,otherRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,6,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,no,,80,6,1,4,5,3,2,car,absent,1,absent,no,reject,car,south_asian,south_asian,ownRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,7,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,yes,4,100,5,1,4,6,3,2,laptop,6,1,present,yes,perpetrator,laptop,caucasian,south_asian,otherRace,static,yes,yes,yes
256,88e8698d-17dc-42cb-9bfc-85c35bc6a0fe,M,21,south_asian,23/03/2018,23/03/2018,8,0,0,8,9,6,0,5,3,6,5,5,Asian Indian,yes,1,100,6,4,1,2,5,3,burglary,6,1,present,yes,perpetrator,burglary,caucasian,south_asian,otherRace,static,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,1,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,yes,4,100,1,3,5,6,4,2,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,caucasian,south_asian,otherRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,2,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,yes,3,50,2,3,6,1,5,4,laptop,6,0,present,no,foil,laptop,south_asian,south_asian,ownRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,3,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,yes,1,70,4,1,2,5,3,6,car,4,0,present,yes,foil,car,caucasian,south_asian,otherRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,4,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,yes,5,80,3,2,1,4,6,5,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,south_asian,ownRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,5,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,no,,0,6,5,3,1,2,4,laptop,absent,1,absent,no,reject,laptop,caucasian,south_asian,otherRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,6,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,yes,4,90,1,3,2,6,4,5,car,6,1,present,yes,perpetrator,car,south_asian,south_asian,ownRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,7,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,no,,80,5,1,6,4,3,2,burglary,absent,1,absent,no,reject,burglary,south_asian,south_asian,ownRace,interactive,yes,yes,yes
253,7b41a2ef-3528-48b4-af51-317cd7aa7663,F,18,south_asian,22/03/2018,22/03/2018,8,0,1,0,3,0,0,0,0,6,5,5,Asian Pakistani,no,,40,6,2,4,3,1,5,burglary,absent,1,absent,no,reject,burglary,caucasian,south_asian,otherRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,1,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,yes,3,40,1,5,4,2,6,3,money,4,0,present,no,foil,drinkspiking,south_asian,south_asian,ownRace,interactive,no,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,2,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,yes,3,50,2,5,1,4,6,3,laptop,1,0,present,no,foil,laptop,south_asian,south_asian,ownRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,3,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,no,,50,3,1,6,4,5,2,laptop,absent,1,absent,no,reject,laptop,caucasian,south_asian,otherRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,4,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,no,,50,3,5,2,4,6,1,drinkspiking,absent,1,absent,no,reject,drinkspiking,caucasian,south_asian,otherRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,5,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,yes,5,100,4,1,5,3,6,2,burglary,6,1,present,yes,perpetrator,burglary,south_asian,south_asian,ownRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,6,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,no,,50,2,1,3,6,5,4,car,absent,0,absent,yes,reject,car,caucasian,south_asian,otherRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,7,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,yes,4,50,2,1,3,6,4,5,burglary,6,1,present,yes,perpetrator,burglary,caucasian,south_asian,otherRace,interactive,yes,yes,yes
255,f0e8109f-5957-468c-9961-d7a7741efc02,F,20,south_asian,23/03/2018,23/03/2018,8,1,3,0,4,0,1,0,2,9,3,3,Asian Pakistani,yes,1,100,6,3,1,5,4,2,car,6,1,present,yes,perpetrator,car,south_asian,south_asian,ownRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,1,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,yes,3,70,3,6,1,4,2,5,car,1,0,present,no,foil,car,caucasian,south_asian,otherRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,2,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,yes,5,100,2,4,1,3,6,5,burglary,6,1,present,yes,perpetrator,burglary,south_asian,south_asian,ownRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,3,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,no,,40,2,3,5,4,1,6,drinkspiking,absent,0,absent,yes,reject,drinkspiking,caucasian,south_asian,otherRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,4,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,yes,6,80,3,4,6,2,1,5,laptop,5,0,present,no,foil,laptop,caucasian,south_asian,otherRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,5,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,yes,5,50,6,1,4,2,5,3,car,5,0,present,no,foil,car,south_asian,south_asian,ownRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,6,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,no,,90,2,5,3,6,4,1,burglary,absent,0,absent,yes,reject,burglary,caucasian,south_asian,otherRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,7,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,yes,5,70,1,2,4,5,6,3,drinkspiking,6,1,present,yes,perpetrator,drinkspiking,south_asian,south_asian,ownRace,interactive,yes,yes,yes
257,a4dd9e9a-eb01-4682-a3fb-583a16c2b283,M,21,south_asian,23/03/2018,23/03/2018,8,0,1,0,0,0,2,1,3,7,5,5,Asian Indian,no,,100,2,5,4,1,3,6,laptop,absent,1,absent,no,reject,laptop,south_asian,south_asian,ownRace,interactive,yes,yes,yes
